,Title,Year,AltTitleList
10970,"Kleine Wasserkraft-Elektrizitätswerke, besonders deren selbsttätige Regulierungsarten",1911,"Kleine Wasserkraft-Elektrizitätswerke, besonders deren selbsttätige Regulierungsarten"
10971,Kommentar zum Deutschen Arzneibuch,1911,Kommentar zum Deutschen Arzneibuch
10972,Kompressoren-Anlagen,1911,Kompressoren-Anlagen
10973,Launch,1911,Launch
10974,Launch,1911,Launch
10975,Leder für Bucheinbände und seine Haltbarkeit,1911,Leder für Bucheinbände und seine Haltbarkeit
10976,Lehrbuch der Bergbaukunde mit besonderer Berücksichtigung des Steinkohlenbergbaues,1911,Lehrbuch der Bergbaukunde mit besonderer Berücksichtigung des Steinkohlenbergbaues
10977,Lehrbuch der Unfallheilkunde für Ärzte und Studierende,1911,Lehrbuch der Unfallheilkunde für Ärzte und Studierende
10978,Lehrbuch der Waldwertrechnung und Forststatik,1911,Lehrbuch der Waldwertrechnung und Forststatik
10979,Liquid Crystal Displays,1911,Liquid Crystal Displays
10982,Modellversuche über den Schiffahrtsbetrieb auf Kanälen und die dabei auftretende Wechselwirkung zwischen Kanalschiff und Kanalquerschnitt,1911,Modellversuche über den Schiffahrtsbetrieb auf Kanälen und die dabei auftretende Wechselwirkung zwischen Kanalschiff und Kanalquerschnitt
10983,"Musik, Wort und Körper als Gemütsausdruck",1911,"Musik, Wort und Körper als Gemütsausdruck"
10984,Neue Theorie und Berechnung der Kreiselräder,1911,Neue Theorie und Berechnung der Kreiselräder
10985,Neuere Kraftanlagen,1911,Neuere Kraftanlagen
10986,Normale und Abnorme Entwicklung des Menschen,1911,Normale und Abnorme Entwicklung des Menschen
10987,Ökonomik der Wärmeenergien,1911,Ökonomik der Wärmeenergien
10988,Prüfung der Arbeitsgenauigkeit von Werkzeugmaschinen,1911,Prüfung der Arbeitsgenauigkeit von Werkzeugmaschinen
10989,Prüfung der Arbeitsgenauigkeit von Werkzeugmaschinen,1911,Prüfung der Arbeitsgenauigkeit von Werkzeugmaschinen
10990,Quarzglas,1911,Quarzglas
10991,Rationelle mechanische Metallbearbeitung,1911,Rationelle mechanische Metallbearbeitung
10992,Schmale Alpha und Beta,1911,Schmale Alpha und Beta
10993,Schmalfette Bernhard Antiqua,1911,Schmalfette Bernhard Antiqua
10994,Soziale Medizin,1911,Soziale Medizin
10995,Statistik der deutschen Kleinbahnen,1911,Statistik der deutschen Kleinbahnen
10996,Statistisches Jahrbuch,NA,Statistisches Jahrbuch
10997,Studien über mehrfach gestützte Rahmen- und Bogenträger,1911,Studien über mehrfach gestützte Rahmen- und Bogenträger
10998,Studien über mehrfach gestützte Rahmen- und Bogenträger,1911,Studien über mehrfach gestützte Rahmen- und Bogenträger
10999,Tabellarische Zusammenstellung der Rohrweiten für verschiedene Zirkulationshöhen und horizontale Entfernungen bei Warmwasserheizungen mit unterer Wasserverteilung,1911,Tabellarische Zusammenstellung der Rohrweiten für verschiedene Zirkulationshöhen und horizontale Entfernungen bei Warmwasserheizungen mit unterer Wasserverteilung
11000,Technik der klinischen Blutuntersuchung für Studierende und Ärzte,1911,Technik der klinischen Blutuntersuchung für Studierende und Ärzte
11001,Theorie und Konstruktion der Kolben- und Turbo-Kompressoren,1911,Theorie und Konstruktion der Kolben- und Turbo-Kompressoren
11003,Über das Wesen und die wahre Größe des Verbundes zwischen Eisen und Beton,1911,Über das Wesen und die wahre Größe des Verbundes zwischen Eisen und Beton
11004,Über das Wesen und die wahre Größe des Verbundes zwischen Eisen und Beton,1911,Über das Wesen und die wahre Größe des Verbundes zwischen Eisen und Beton
11005,Über ein Eiweissreagens zur Harnprüfung für das Untersuchungsbesteck der Sanitätsoffiziere,1911,Über ein Eiweissreagens zur Harnprüfung für das Untersuchungsbesteck der Sanitätsoffiziere
11006,Über Ruheübungen und Ruheübungs-Apparate. Zur Psychologie und Hygiene des Denkens,1911,Über Ruheübungen und Ruheübungs-Apparate. Zur Psychologie und Hygiene des Denkens
11007,Überseeischer Maschinenexport,1911,Überseeischer Maschinenexport
11008,Untersuchung eines Zugmagneten für Gleichstrom,1911,Untersuchung eines Zugmagneten für Gleichstrom
11009,Untersuchung eines Zugmagneten für Gleichstrom,1911,Untersuchung eines Zugmagneten für Gleichstrom
11010,Untersuchungen an elektrisch und mit Dampf betriebenen Fördermaschinen,1911,Untersuchungen an elektrisch und mit Dampf betriebenen Fördermaschinen
11011,"Untersuchungen über das allgemeine Verhalten des Geschwindigkeitskoeffizienten von Dampfturbinenelementen (Düsen, Leitapparate und Laufschaufeln) bei verschiedenen Betreibsbedingungen mit besonderer Berücksichtigung von Ausführungen des praktischen Dampft",1911,"Untersuchungen über das allgemeine Verhalten des Geschwindigkeitskoeffizienten von Dampfturbinenelementen (Düsen, Leitapparate und Laufschaufeln) bei verschiedenen Betreibsbedingungen mit besonderer Berücksichtigung von Ausführungen des praktischen Dampft"
11012,Untersuchungen über das Gesetz von Wiedemann und Franz an Metallegierungen,1911,Untersuchungen über das Gesetz von Wiedemann und Franz an Metallegierungen
11013,Verhandlungen der ... Tagung des Österreichischen Zentralkomitees zur Bekämpfung der Tuberkulose / [1].1911,1911,Verhandlungen der ... Tagung des Österreichischen Zentralkomitees zur Bekämpfung der Tuberkulose / [].
11014,Vorlesungen über Physiologie,1911,Vorlesungen über Physiologie
11015,Vortrieb und Ausbolzung von Gebirgstunneln,1911,Vortrieb und Ausbolzung von Gebirgstunneln
11016,Water Finance,1911,Water Finance
11017,Water Finance,1911,Water Finance
11018,Windkräfte an ebenen und gewölbten Platten,1911,Windkräfte an ebenen und gewölbten Platten
11019,Wirtschaftlichkeit der Zentralheizung,1911,Wirtschaftlichkeit der Zentralheizung
11020,Wissenschaftliche Automobil-Wertung,1911,Wissenschaftliche Automobil-Wertung
11021,You've Got To Be Kidding!,1911,You've Got To Be Kidding!
11022,Zur Abwehr der Amerikanischen Luftheizung!,1911,Zur Abwehr der Amerikanischen Luftheizung!
11023,Zur Geschichte der Pharmazeutisch-Chemischen Destilliergeräte,1911,Zur Geschichte der Pharmazeutisch-Chemischen Destilliergeräte
11024,"Zur Geschichte der Wormser jüdischen Gemeinde, ihrer Friedhöfe und ihres Begräbniswesens",1911,"Zur Geschichte der Wormser jüdischen Gemeinde, ihrer Friedhöfe und ihres Begräbniswesens"
11025,Der normale und pathologische Zyklus im Ovarium des Säugetiers,1911,Der normale und pathologische Zyklus im Ovarium des Säugetiers
11026,Über die experimentelle Erzeugung extrasystolischer ventrikulärer Tachykardie durch Acceleransreizung,1911,Über die experimentelle Erzeugung extrasystolischer ventrikulärer Tachykardie durch Acceleransreizung
11027,Optische TÄuschung und Metakontrast,1911,Optische TÄuschung und Metakontrast
11028,BeitrÄge zur Physiologie der Verdauung,1911,BeitrÄge zur Physiologie der Verdauung
11029,Über Salz- und Wasserdiurese,1911,Über Salz- und Wasserdiurese
11030,Weitere Untersuchungen über das Verhalten des Glykogens im Eierstock der Rana fusca,1911,Weitere Untersuchungen über das Verhalten des Glykogens im Eierstock der Rana fusca
11031,über die Wirkung kleinster Säuremengen auf die Blutgefässe,1911,über die Wirkung kleinster Säuremengen auf die Blutgefässe
11032,Automatische Zentren und Reflexvorgänge im abgelösten Darm,1911,Automatische Zentren und Reflexvorgänge im abgelösten Darm
11033,Intravitale Oxydationshemmung in der Leber durch Narkotika,1911,Intravitale Oxydationshemmung in der Leber durch Narkotika
11034,Über intrauterine im Rhythmus der Atmung erfolgende Muskelbewegungen des Fötus. (Intrauterine Atmung.),1911,Über intrauterine im Rhythmus der Atmung erfolgende Muskelbewegungen des Fötus. (Intrauterine Atmung.)
11035,"Untersuchungen Über den feineren Bau und die Kernverhältnisse des Zwerchfelles in Beziehung zu seiner Funktion, sowie Über das Bindegewebe der Muskeln",1911,"Untersuchungen Über den feineren Bau und die Kernverhältnisse des Zwerchfelles in Beziehung zu seiner Funktion, sowie Über das Bindegewebe der Muskeln"
11036,Über die Erhaltung der physiologischen Herzperioden,1911,Über die Erhaltung der physiologischen Herzperioden
11037,Beziehungen zwischen Blutdruck und Atmung,1911,Beziehungen zwischen Blutdruck und Atmung
11038,Zur Lehre von den sogenannten Freundschen primären Thoraxanomalien,1911,Zur Lehre von den sogenannten Freundschen primären Thoraxanomalien
11039,Die angiosklerotische Gangrän und ihre operative Behandlung durch Überleitung des arteriellen Blutstromes in das Venensystem,1911,Die angiosklerotische Gangrän und ihre operative Behandlung durch Überleitung des arteriellen Blutstromes in das Venensystem
11042,Heredity of leprosy,1911,Heredity of leprosy
11043,"Milzartige Bildungen im Peritoneum, beobachtet ca. 6 Jahre nach einer wegen Milzruptur vorgenommenen Splenektomie",1911,"Milzartige Bildungen im Peritoneum, beobachtet ca.  Jahre nach einer wegen Milzruptur vorgenommenen Splenektomie"
11046,Verhandlungen der Wiener dermatologischen Gesellschaft (Offizielles Protokoll),1911,Verhandlungen der Wiener dermatologischen Gesellschaft (Offizielles Protokoll)
11047,Lues maligna,1911,Lues maligna
11048,Buchanzeigen und besprechungen,1911,Buchanzeigen und besprechungen
11049,"Die Beeinflussung der Phagozytose nach Darreichung einiger Antiluetika (Sublimat, Kalomel, 606)",1911,"Die Beeinflussung der Phagozytose nach Darreichung einiger Antiluetika (Sublimat, Kalomel, )"
11050,Die Ergebnisse der Anwendung des atoxylsauren Quecksilbers in der Therapie der Syphilis,1911,Die Ergebnisse der Anwendung des atoxylsauren Quecksilbers in der Therapie der Syphilis
11055,Ueber die Ursache der Ruptur gravider Tuben,1911,Ueber die Ursache der Ruptur gravider Tuben
11056,Zur Behandlung der Placenta praevia,1911,Zur Behandlung der Placenta praevia
11057,Ist die abdominale Totalexstirpation des schwangeren Uterus wegen Lungentuberkulose berechtigt?,1911,Ist die abdominale Totalexstirpation des schwangeren Uterus wegen Lungentuberkulose berechtigt?
11058,"Das Fibrinogen im Blute von normalen Graviden, Wöchnerinnen und Eklamptischen",1911,"Das Fibrinogen im Blute von normalen Graviden, Wöchnerinnen und Eklamptischen"
11059,Zur Bakteriologie und Histologie fieberhafter Uterusmyome,1911,Zur Bakteriologie und Histologie fieberhafter Uterusmyome
11060,Zur Klärung des Begriffs „Schwangerschaftsleber”,1911,Zur Klärung des Begriffs „Schwangerschaftsleber”
11061,Über Loch- und Cystenbildung der Fovea centralis,1911,Über Loch- und Cystenbildung der Fovea centralis
11062,Über die Wirkung des Dyesschen Aderlasses beim Glaukom,1911,Über die Wirkung des Dyesschen Aderlasses beim Glaukom
11063,Beiträge zur Kenntnis der pathologischen Anatomie und Pathogenese der Cyklopie,1911,Beiträge zur Kenntnis der pathologischen Anatomie und Pathogenese der Cyklopie
11064,Über bisher mit dem Schiötzschen Tonometer erzielte Resultate (nach eigenen und fremden Untersuchungen). Nachtrag,1911,Über bisher mit dem Schiötzschen Tonometer erzielte Resultate (nach eigenen und fremden Untersuchungen). Nachtrag
11065,Experimentelles zur sympathischen Ophthalmie,1911,Experimentelles zur sympathischen Ophthalmie
11066,Nochmals zur Frage der Netzhautanomalien in sonst normalen fötalen menschlichen Augen,1911,Nochmals zur Frage der Netzhautanomalien in sonst normalen fötalen menschlichen Augen
11067,Ein Colobom der Aderhaut und Netzhaut mit Aplasie des Sehnerven,1911,Ein Colobom der Aderhaut und Netzhaut mit Aplasie des Sehnerven
11068,Über bisher mit dem Schiötzschen Tonometer erzielte Resultate (nach eigenen und fremden Untersuchungen),1911,Über bisher mit dem Schiötzschen Tonometer erzielte Resultate (nach eigenen und fremden Untersuchungen)
11069,Eine seltene retrobulbäre Cyste (ausgehend von versprengter Nasenschleimhaut),1911,Eine seltene retrobulbäre Cyste (ausgehend von versprengter Nasenschleimhaut)
11070,Untersuchungen über Glaukom und Blutdruck,1911,Untersuchungen über Glaukom und Blutdruck
11071,Untersuchung der Dunkeladaptation des einen Auges mit Hilfe des helladaptierten andern,1911,Untersuchung der Dunkeladaptation des einen Auges mit Hilfe des helladaptierten andern
11072,Ergebnisse diaskleraler Augendurchleuchtung mit starker Lichtquelle. — Nachweis angeborenen spaltförmigen Mangels des retinalen Irispigmentes nach unten (rudimentärste Form des Iriscoloboms),1911,Ergebnisse diaskleraler Augendurchleuchtung mit starker Lichtquelle. — Nachweis angeborenen spaltförmigen Mangels des retinalen Irispigmentes nach unten (rudimentärste Form des Iriscoloboms)
11073,Über anomale Sehrichtungsgemeinschaft bei Strabismus convergens,1911,Über anomale Sehrichtungsgemeinschaft bei Strabismus convergens
11074,Ophthalmologische Bagatellen,1911,Ophthalmologische Bagatellen
11075,Beiträge zur Kenntnis der Genese der Stauungspapille,1911,Beiträge zur Kenntnis der Genese der Stauungspapille
11076,Ist das gebackene brot steril?,1911,Ist das gebackene brot steril?
11077,Über Komplementbindungsversuche mit dem Serum lapinisierter Kaninchen,1911,Über Komplementbindungsversuche mit dem Serum lapinisierter Kaninchen
11078,Studien über die Wirkung des Typhusimmunserums bei der intraperitonealen Typhusinfektion des Meerschweinchens,1911,Studien über die Wirkung des Typhusimmunserums bei der intraperitonealen Typhusinfektion des Meerschweinchens
11079,Über die Bestimmung des pharmakologischen Wirkungswertes der Blätter von Digitalis purpurea,1911,Über die Bestimmung des pharmakologischen Wirkungswertes der Blätter von Digitalis purpurea
11080,"Pharmakologische Untersuchungen über “Dicentrin”, das Alkaloid der Dicentra pusilla Sieb. et Zuce",1911,"Pharmakologische Untersuchungen über “Dicentrin”, das Alkaloid der Dicentra pusilla Sieb. et Zuce"
11081,Beitrag zur Aetiologie des Korsakowschen Symptomenkomplexes,1911,Beitrag zur Aetiologie des Korsakowschen Symptomenkomplexes
11082,Zur differentialdiagnostischen Bedeutung der Lumbalpunktion und der Serodiagnostik,1911,Zur differentialdiagnostischen Bedeutung der Lumbalpunktion und der Serodiagnostik
11083,Ein junges menschliches Eileiterei,1911,Ein junges menschliches Eileiterei
11084,Über Liquoruntersuchungen mit besonderer Berücksichtigung der Nonne-Apeltschen Reaktion,1911,Über Liquoruntersuchungen mit besonderer Berücksichtigung der Nonne-Apeltschen Reaktion
11085,Die Muskulatur in Extremitätenmissbildungen,1910,Die Muskulatur in Extremitätenmissbildungen
11086,Über Störungen der Temperaturreulierung bei Nervenkrankheiten. Eine Methode für die Funktionsprüfung der Vasomotoren,1911,Über Störungen der Temperaturreulierung bei Nervenkrankheiten. Eine Methode für die Funktionsprüfung der Vasomotoren
11087,Uber Encephalocele posterior mit eigentümlichen Neurogliawucherungen und Rhachischisis lumbosacralis,1911,Uber Encephalocele posterior mit eigentümlichen Neurogliawucherungen und Rhachischisis lumbosacralis
11088,Beiträge zur Analyse des Gewebewachstums,1911,Beiträge zur Analyse des Gewebewachstums
11089,The central nervous system in its relation to the phenomenon of regeneration,1911,The central nervous system in its relation to the phenomenon of regeneration
11090,Beiträge zur Analyse des Gewebewachstums,1911,Beiträge zur Analyse des Gewebewachstums
11091,"An address on preventive medicine, the medicine of the future: or, prevention better than cure",1911,"An address on preventive medicine, the medicine of the future: or, prevention better than cure"
11092,"Über die kutane Tuberkulinreaktion, insbesondere die Ergebnisse von Impfungen mit abgestuften Tuberkulinkonzentrationen",1911,"Über die kutane Tuberkulinreaktion, insbesondere die Ergebnisse von Impfungen mit abgestuften Tuberkulinkonzentrationen"
11093,Bericht über die Tätigkeit der Kaiserl. Biologischen Anstalt für Land- und Forstwirtschaft im Jahre 1910 : Sechster Jahresbericht,1910,Bericht über die Tätigkeit der Kaiserl. Biologischen Anstalt für Land- und Forstwirtschaft im Jahre  : Sechster Jahresbericht
